date,description,category,amount,type,account,payment_method
6/15/2022,Fuel Station,Fuel,7152,expense,HDFC Savings,Card
1/27/2022,House Rent,Rent,17981,expense,ICICI Savings,Card
9/25/2022,Medical Expense,Medical,3440,expense,HDFC Savings,UPI
8/24/2022,Broadband Bill,Internet,2287,expense,ICICI Savings,UPI
8/13/2022,Electricity Bill,Electricity,7465,expense,HDFC Savings,Card
6/25/2023,Electricity Bill,Electricity,7407,expense,ICICI Savings,NetBanking
12/10/2022,House Rent,Rent,17664,expense,HDFC Savings,UPI
5/19/2024,Medical Expense,Medical,7477,expense,HDFC Savings,NetBanking
2/16/2022,Monthly Salary Credit,Salary,84049,income,ICICI Savings,UPI
10/12/2023,House Rent,Rent,18519,expense,ICICI Savings,UPI
2/18/2022,Supermarket Purchase,Groceries,2052,expense,ICICI Savings,NetBanking
8/4/2022,Broadband Bill,Internet,2671,expense,ICICI Savings,UPI
1/3/2023,Equity Purchase,Stocks,3538,expense,HDFC Savings,UPI
4/10/2022,Fuel Station,Fuel,5633,expense,ICICI Savings,UPI
7/11/2023,Supermarket Purchase,Groceries,3500,expense,ICICI Savings,Card
8/3/2023,Restaurant Payment,Dining,5442,expense,HDFC Savings,Card
6/11/2024,Fuel Station,Fuel,4359,expense,ICICI Savings,NetBanking
9/30/2023,Restaurant Payment,Dining,5248,expense,HDFC Savings,NetBanking
8/14/2023,Electricity Bill,Electricity,4640,expense,ICICI Savings,NetBanking
4/27/2022,Equity Purchase,Stocks,6602,expense,ICICI Savings,Card
3/31/2024,Fuel Station,Fuel,6145,expense,ICICI Savings,UPI
12/14/2023,House Rent,Rent,24772,expense,ICICI Savings,Card
5/25/2023,Supermarket Purchase,Groceries,4227,expense,ICICI Savings,NetBanking
11/16/2022,Equity Purchase,Stocks,5558,expense,HDFC Savings,UPI
5/31/2023,Medical Expense,Medical,4653,expense,ICICI Savings,UPI
2/12/2023,Online Shopping,Shopping,3477,expense,HDFC Savings,UPI
4/13/2024,Restaurant Payment,Dining,1713,expense,HDFC Savings,NetBanking
3/25/2022,Freelance Project Payment,Freelance,2978,income,ICICI Savings,NetBanking
4/26/2022,Online Shopping,Shopping,4383,expense,HDFC Savings,Card
9/13/2023,SIP Investment,Mutual Fund,10608,expense,ICICI Savings,UPI
2/14/2024,Fuel Station,Fuel,5748,expense,ICICI Savings,NetBanking
8/11/2023,Freelance Project Payment,Freelance,778,income,ICICI Savings,UPI
6/11/2024,Online Shopping,Shopping,3241,expense,ICICI Savings,Card
2/11/2023,Fuel Station,Fuel,983,expense,HDFC Savings,Card
5/10/2023,Medical Expense,Medical,5447,expense,ICICI Savings,NetBanking
1/18/2022,Electricity Bill,Electricity,3120,expense,HDFC Savings,Card
4/14/2022,Supermarket Purchase,Groceries,4406,expense,HDFC Savings,Card
1/10/2023,Online Shopping,Shopping,1545,expense,HDFC Savings,UPI
11/6/2022,Medical Expense,Medical,5120,expense,ICICI Savings,Card
5/16/2024,Fuel Station,Fuel,1089,expense,ICICI Savings,NetBanking
6/29/2023,House Rent,Rent,17537,expense,HDFC Savings,UPI
9/1/2023,Equity Purchase,Stocks,7904,expense,ICICI Savings,Card
2/7/2022,Fuel Station,Fuel,4849,expense,ICICI Savings,Card
2/23/2023,Travel Booking,Travel,6909,expense,ICICI Savings,NetBanking
2/21/2024,Online Shopping,Shopping,886,expense,HDFC Savings,Card
8/2/2023,Broadband Bill,Internet,5798,expense,HDFC Savings,UPI
3/3/2024,Restaurant Payment,Dining,2315,expense,HDFC Savings,Card
1/27/2023,Electricity Bill,Electricity,6743,expense,ICICI Savings,NetBanking
1/20/2024,Travel Booking,Travel,6553,expense,HDFC Savings,NetBanking
8/25/2023,House Rent,Rent,21088,expense,HDFC Savings,NetBanking
4/14/2022,SIP Investment,Mutual Fund,7690,expense,HDFC Savings,Card
8/7/2022,SIP Investment,Mutual Fund,8551,expense,HDFC Savings,NetBanking
2/18/2022,Broadband Bill,Internet,7854,expense,HDFC Savings,UPI
2/18/2024,Travel Booking,Travel,857,expense,ICICI Savings,NetBanking
11/7/2023,Broadband Bill,Internet,3655,expense,ICICI Savings,NetBanking
9/28/2022,Equity Purchase,Stocks,7318,expense,ICICI Savings,NetBanking
3/24/2023,Equity Purchase,Stocks,11613,expense,ICICI Savings,UPI
5/15/2022,Monthly Salary Credit,Salary,74991,income,HDFC Savings,NetBanking
3/30/2022,Freelance Project Payment,Freelance,3508,income,ICICI Savings,Card
5/7/2024,Freelance Project Payment,Freelance,5632,income,HDFC Savings,Card
2/10/2024,Insurance Premium,Insurance,4280,expense,HDFC Savings,NetBanking
1/3/2024,SIP Investment,Mutual Fund,10650,expense,HDFC Savings,NetBanking
4/27/2022,Fuel Station,Fuel,2070,expense,ICICI Savings,Card
4/18/2024,Monthly Salary Credit,Salary,71493,income,ICICI Savings,UPI
8/15/2023,Freelance Project Payment,Freelance,4975,income,ICICI Savings,NetBanking
12/17/2023,Insurance Premium,Insurance,4576,expense,ICICI Savings,NetBanking
3/18/2024,Freelance Project Payment,Freelance,7134,income,HDFC Savings,Card
10/23/2022,House Rent,Rent,21397,expense,HDFC Savings,Card
5/15/2022,House Rent,Rent,22272,expense,ICICI Savings,UPI
10/31/2022,Fuel Station,Fuel,870,expense,HDFC Savings,UPI
6/21/2023,Medical Expense,Medical,2895,expense,HDFC Savings,NetBanking
4/17/2023,Monthly Salary Credit,Salary,78336,income,HDFC Savings,UPI
2/1/2024,Supermarket Purchase,Groceries,3031,expense,ICICI Savings,NetBanking
10/10/2022,Supermarket Purchase,Groceries,7643,expense,HDFC Savings,NetBanking
8/4/2023,Freelance Project Payment,Freelance,503,income,HDFC Savings,Card
10/24/2023,Equity Purchase,Stocks,12541,expense,HDFC Savings,Card
2/16/2023,Monthly Salary Credit,Salary,87332,income,HDFC Savings,UPI
7/10/2023,Medical Expense,Medical,3139,expense,ICICI Savings,NetBanking
11/2/2023,Insurance Premium,Insurance,4909,expense,ICICI Savings,UPI
2/14/2023,SIP Investment,Mutual Fund,6735,expense,HDFC Savings,NetBanking
12/9/2022,Monthly Salary Credit,Salary,76776,income,HDFC Savings,UPI
7/21/2023,Online Shopping,Shopping,3783,expense,ICICI Savings,UPI
10/2/2022,Medical Expense,Medical,6540,expense,HDFC Savings,NetBanking
8/16/2023,Fuel Station,Fuel,6962,expense,ICICI Savings,NetBanking
1/19/2022,Supermarket Purchase,Groceries,2839,expense,ICICI Savings,NetBanking
2/17/2022,Equity Purchase,Stocks,9346,expense,ICICI Savings,UPI
2/3/2024,Medical Expense,Medical,4527,expense,HDFC Savings,UPI
5/22/2024,Fuel Station,Fuel,4857,expense,ICICI Savings,NetBanking
5/30/2023,Electricity Bill,Electricity,3463,expense,HDFC Savings,NetBanking
1/6/2024,SIP Investment,Mutual Fund,9859,expense,ICICI Savings,NetBanking
12/12/2023,Restaurant Payment,Dining,821,expense,HDFC Savings,UPI
6/2/2022,Supermarket Purchase,Groceries,2507,expense,ICICI Savings,UPI
12/25/2022,Insurance Premium,Insurance,7531,expense,HDFC Savings,Card
2/13/2022,Travel Booking,Travel,3410,expense,HDFC Savings,Card
5/27/2022,Supermarket Purchase,Groceries,2936,expense,HDFC Savings,Card
10/4/2022,Travel Booking,Travel,6677,expense,HDFC Savings,Card
4/2/2022,Freelance Project Payment,Freelance,2213,income,ICICI Savings,UPI
12/26/2023,Fuel Station,Fuel,4044,expense,HDFC Savings,Card
6/15/2022,Equity Purchase,Stocks,13167,expense,ICICI Savings,Card
1/21/2024,Fuel Station,Fuel,7706,expense,ICICI Savings,NetBanking
5/20/2023,Monthly Salary Credit,Salary,84197,income,HDFC Savings,NetBanking
3/17/2023,Restaurant Payment,Dining,3573,expense,HDFC Savings,Card
1/20/2023,Insurance Premium,Insurance,5196,expense,ICICI Savings,NetBanking
9/8/2022,SIP Investment,Mutual Fund,11397,expense,ICICI Savings,Card
1/10/2024,Monthly Salary Credit,Salary,64010,income,ICICI Savings,Card
5/31/2023,Fuel Station,Fuel,4737,expense,ICICI Savings,Card
3/14/2024,Electricity Bill,Electricity,4514,expense,ICICI Savings,UPI
1/21/2024,House Rent,Rent,20028,expense,ICICI Savings,Card
3/29/2024,Supermarket Purchase,Groceries,5222,expense,HDFC Savings,UPI
8/21/2022,Medical Expense,Medical,3400,expense,HDFC Savings,NetBanking
8/8/2023,Insurance Premium,Insurance,1908,expense,HDFC Savings,Card
1/20/2024,Monthly Salary Credit,Salary,68123,income,ICICI Savings,UPI
10/10/2023,Fuel Station,Fuel,6109,expense,ICICI Savings,NetBanking
3/23/2024,Restaurant Payment,Dining,1285,expense,HDFC Savings,Card
7/2/2023,Supermarket Purchase,Groceries,3881,expense,HDFC Savings,NetBanking
8/12/2022,Electricity Bill,Electricity,851,expense,ICICI Savings,UPI
7/18/2023,Online Shopping,Shopping,2837,expense,HDFC Savings,Card
10/19/2022,Online Shopping,Shopping,6613,expense,HDFC Savings,NetBanking
5/31/2022,Monthly Salary Credit,Salary,68235,income,ICICI Savings,Card
11/6/2022,Fuel Station,Fuel,3295,expense,ICICI Savings,Card
2/4/2023,Supermarket Purchase,Groceries,5855,expense,ICICI Savings,NetBanking
2/11/2024,Supermarket Purchase,Groceries,3400,expense,HDFC Savings,NetBanking
7/20/2023,Medical Expense,Medical,6387,expense,HDFC Savings,UPI
9/26/2023,House Rent,Rent,17302,expense,HDFC Savings,UPI
5/31/2024,Monthly Salary Credit,Salary,89665,income,ICICI Savings,UPI
4/10/2022,Monthly Salary Credit,Salary,67566,income,ICICI Savings,NetBanking
2/7/2024,Insurance Premium,Insurance,4697,expense,HDFC Savings,UPI
11/6/2022,Medical Expense,Medical,4600,expense,ICICI Savings,NetBanking
1/4/2024,Travel Booking,Travel,1960,expense,ICICI Savings,NetBanking
2/17/2022,SIP Investment,Mutual Fund,4515,expense,HDFC Savings,UPI
7/25/2022,Fuel Station,Fuel,6524,expense,ICICI Savings,NetBanking
8/6/2023,SIP Investment,Mutual Fund,6567,expense,ICICI Savings,NetBanking
4/28/2023,Travel Booking,Travel,6234,expense,ICICI Savings,NetBanking
1/8/2022,Freelance Project Payment,Freelance,1664,income,HDFC Savings,NetBanking
5/2/2024,Medical Expense,Medical,5287,expense,HDFC Savings,NetBanking
6/8/2022,Monthly Salary Credit,Salary,62225,income,HDFC Savings,UPI
3/31/2023,Monthly Salary Credit,Salary,84385,income,ICICI Savings,Card
5/1/2023,Restaurant Payment,Dining,6044,expense,HDFC Savings,NetBanking
7/20/2023,Fuel Station,Fuel,604,expense,ICICI Savings,NetBanking
10/31/2022,Insurance Premium,Insurance,5430,expense,HDFC Savings,UPI
8/20/2022,Insurance Premium,Insurance,1473,expense,HDFC Savings,UPI
6/13/2024,Online Shopping,Shopping,4949,expense,ICICI Savings,NetBanking
11/16/2022,Insurance Premium,Insurance,2162,expense,HDFC Savings,Card
7/29/2023,Supermarket Purchase,Groceries,917,expense,HDFC Savings,NetBanking
1/15/2022,Travel Booking,Travel,357,expense,HDFC Savings,UPI
7/30/2023,Supermarket Purchase,Groceries,7004,expense,HDFC Savings,Card
2/7/2024,Electricity Bill,Electricity,6320,expense,HDFC Savings,NetBanking
2/19/2023,Freelance Project Payment,Freelance,2650,income,HDFC Savings,Card
5/26/2023,Medical Expense,Medical,3591,expense,HDFC Savings,NetBanking
10/23/2022,Fuel Station,Fuel,7480,expense,ICICI Savings,UPI
11/17/2023,Travel Booking,Travel,2817,expense,HDFC Savings,NetBanking
4/24/2022,Medical Expense,Medical,812,expense,HDFC Savings,Card
12/18/2023,Insurance Premium,Insurance,5134,expense,ICICI Savings,NetBanking
6/4/2022,SIP Investment,Mutual Fund,12478,expense,HDFC Savings,UPI
8/30/2022,Freelance Project Payment,Freelance,6282,income,ICICI Savings,NetBanking
6/1/2023,Insurance Premium,Insurance,6032,expense,ICICI Savings,NetBanking
11/24/2023,Broadband Bill,Internet,4958,expense,HDFC Savings,NetBanking
10/28/2023,House Rent,Rent,15686,expense,HDFC Savings,UPI
11/28/2023,Broadband Bill,Internet,5108,expense,HDFC Savings,UPI
5/8/2023,House Rent,Rent,18762,expense,HDFC Savings,NetBanking
3/27/2024,House Rent,Rent,23154,expense,ICICI Savings,NetBanking
3/27/2023,Broadband Bill,Internet,2141,expense,HDFC Savings,UPI
10/2/2023,SIP Investment,Mutual Fund,8062,expense,ICICI Savings,UPI
1/7/2022,Broadband Bill,Internet,7953,expense,HDFC Savings,Card
2/19/2024,Restaurant Payment,Dining,2251,expense,HDFC Savings,Card
9/12/2022,Electricity Bill,Electricity,2588,expense,HDFC Savings,Card
9/5/2023,SIP Investment,Mutual Fund,7916,expense,HDFC Savings,Card
5/29/2023,Fuel Station,Fuel,4696,expense,ICICI Savings,Card
2/6/2024,Electricity Bill,Electricity,554,expense,HDFC Savings,UPI
8/21/2023,House Rent,Rent,23304,expense,HDFC Savings,UPI
2/26/2022,Insurance Premium,Insurance,738,expense,ICICI Savings,Card
3/12/2022,Insurance Premium,Insurance,7295,expense,HDFC Savings,UPI
10/27/2022,Medical Expense,Medical,2166,expense,ICICI Savings,NetBanking
12/22/2023,SIP Investment,Mutual Fund,5866,expense,HDFC Savings,Card
4/3/2022,Monthly Salary Credit,Salary,81938,income,HDFC Savings,Card
5/28/2022,Fuel Station,Fuel,577,expense,ICICI Savings,NetBanking
12/5/2023,Online Shopping,Shopping,1865,expense,HDFC Savings,UPI
1/21/2023,SIP Investment,Mutual Fund,5583,expense,ICICI Savings,NetBanking
10/28/2022,Restaurant Payment,Dining,7537,expense,HDFC Savings,NetBanking
4/25/2023,SIP Investment,Mutual Fund,10668,expense,ICICI Savings,NetBanking
7/7/2023,Insurance Premium,Insurance,3599,expense,HDFC Savings,NetBanking
4/26/2023,Online Shopping,Shopping,5391,expense,ICICI Savings,NetBanking
7/11/2022,Insurance Premium,Insurance,3616,expense,HDFC Savings,NetBanking
6/8/2024,Monthly Salary Credit,Salary,69875,income,HDFC Savings,NetBanking
5/20/2023,Fuel Station,Fuel,6697,expense,HDFC Savings,UPI
4/6/2022,Travel Booking,Travel,7496,expense,ICICI Savings,UPI
2/18/2022,Travel Booking,Travel,438,expense,HDFC Savings,Card
8/30/2023,Medical Expense,Medical,1666,expense,HDFC Savings,UPI
2/1/2023,Fuel Station,Fuel,992,expense,HDFC Savings,Card
2/28/2023,Broadband Bill,Internet,1519,expense,ICICI Savings,UPI
11/24/2022,House Rent,Rent,23274,expense,HDFC Savings,UPI
11/14/2022,Insurance Premium,Insurance,7650,expense,ICICI Savings,UPI
4/23/2024,Fuel Station,Fuel,2447,expense,ICICI Savings,NetBanking
1/25/2022,Fuel Station,Fuel,7106,expense,HDFC Savings,NetBanking
11/4/2022,Medical Expense,Medical,5472,expense,ICICI Savings,NetBanking
3/31/2022,Electricity Bill,Electricity,6328,expense,HDFC Savings,Card
5/9/2022,SIP Investment,Mutual Fund,3814,expense,ICICI Savings,Card
8/4/2022,Equity Purchase,Stocks,3358,expense,ICICI Savings,NetBanking
7/11/2023,Equity Purchase,Stocks,10229,expense,ICICI Savings,UPI
1/31/2023,Supermarket Purchase,Groceries,1519,expense,HDFC Savings,NetBanking
6/19/2023,Equity Purchase,Stocks,7166,expense,ICICI Savings,UPI
8/27/2022,Supermarket Purchase,Groceries,5760,expense,HDFC Savings,Card
7/20/2023,Medical Expense,Medical,646,expense,HDFC Savings,NetBanking
3/17/2022,Monthly Salary Credit,Salary,67071,income,ICICI Savings,NetBanking
5/4/2023,Monthly Salary Credit,Salary,60920,income,HDFC Savings,UPI
4/25/2024,Supermarket Purchase,Groceries,2802,expense,HDFC Savings,UPI
12/5/2022,SIP Investment,Mutual Fund,3384,expense,ICICI Savings,UPI
4/25/2023,Restaurant Payment,Dining,5682,expense,HDFC Savings,NetBanking
4/10/2024,Equity Purchase,Stocks,9062,expense,ICICI Savings,UPI
6/5/2023,Equity Purchase,Stocks,11696,expense,HDFC Savings,UPI
6/4/2023,Online Shopping,Shopping,7186,expense,HDFC Savings,Card
4/9/2022,Online Shopping,Shopping,1018,expense,ICICI Savings,UPI
12/16/2022,Equity Purchase,Stocks,7581,expense,HDFC Savings,NetBanking
11/8/2022,Insurance Premium,Insurance,7654,expense,HDFC Savings,NetBanking
2/10/2024,Medical Expense,Medical,5977,expense,HDFC Savings,Card
4/24/2024,Fuel Station,Fuel,5642,expense,ICICI Savings,Card
1/17/2024,Restaurant Payment,Dining,5532,expense,ICICI Savings,NetBanking
10/30/2022,Travel Booking,Travel,2105,expense,HDFC Savings,UPI
2/27/2022,Restaurant Payment,Dining,6889,expense,HDFC Savings,UPI
6/19/2024,Monthly Salary Credit,Salary,81835,income,ICICI Savings,NetBanking
3/7/2024,Freelance Project Payment,Freelance,4303,income,HDFC Savings,Card
11/10/2023,Broadband Bill,Internet,3065,expense,HDFC Savings,Card
1/4/2022,Equity Purchase,Stocks,10042,expense,HDFC Savings,NetBanking
6/5/2022,Fuel Station,Fuel,7990,expense,HDFC Savings,NetBanking
2/7/2024,Insurance Premium,Insurance,6784,expense,ICICI Savings,NetBanking
3/6/2022,Insurance Premium,Insurance,5563,expense,ICICI Savings,UPI
3/30/2023,Supermarket Purchase,Groceries,2151,expense,HDFC Savings,UPI
6/30/2022,Equity Purchase,Stocks,13074,expense,HDFC Savings,NetBanking
6/28/2023,Online Shopping,Shopping,6271,expense,ICICI Savings,Card
2/17/2023,SIP Investment,Mutual Fund,12034,expense,ICICI Savings,NetBanking
3/2/2022,Equity Purchase,Stocks,5561,expense,HDFC Savings,UPI
10/16/2023,Broadband Bill,Internet,347,expense,ICICI Savings,UPI
7/12/2023,Travel Booking,Travel,2633,expense,ICICI Savings,NetBanking
11/23/2023,Insurance Premium,Insurance,7373,expense,HDFC Savings,Card
9/1/2023,Fuel Station,Fuel,735,expense,HDFC Savings,UPI
3/7/2024,Travel Booking,Travel,2493,expense,ICICI Savings,Card
3/19/2022,Broadband Bill,Internet,1747,expense,ICICI Savings,NetBanking
4/12/2022,Restaurant Payment,Dining,3761,expense,HDFC Savings,NetBanking
6/21/2022,Monthly Salary Credit,Salary,63746,income,ICICI Savings,UPI
1/17/2024,Electricity Bill,Electricity,5030,expense,HDFC Savings,Card
1/19/2022,Monthly Salary Credit,Salary,74736,income,ICICI Savings,UPI
3/31/2024,Medical Expense,Medical,5541,expense,ICICI Savings,NetBanking
3/3/2022,Freelance Project Payment,Freelance,6229,income,HDFC Savings,NetBanking
1/13/2024,SIP Investment,Mutual Fund,6611,expense,HDFC Savings,Card
4/4/2024,Supermarket Purchase,Groceries,2731,expense,ICICI Savings,UPI
6/29/2022,Freelance Project Payment,Freelance,3215,income,ICICI Savings,UPI
10/29/2023,SIP Investment,Mutual Fund,6949,expense,ICICI Savings,Card
7/26/2022,Freelance Project Payment,Freelance,4249,income,ICICI Savings,UPI
4/16/2024,Equity Purchase,Stocks,11950,expense,ICICI Savings,UPI
3/25/2024,House Rent,Rent,17597,expense,ICICI Savings,UPI
10/19/2023,Medical Expense,Medical,585,expense,HDFC Savings,UPI
11/17/2022,Insurance Premium,Insurance,1816,expense,ICICI Savings,NetBanking
12/9/2022,Equity Purchase,Stocks,11842,expense,HDFC Savings,NetBanking
8/22/2022,Fuel Station,Fuel,513,expense,HDFC Savings,UPI
5/29/2022,Broadband Bill,Internet,4074,expense,ICICI Savings,UPI
11/19/2023,Broadband Bill,Internet,5043,expense,ICICI Savings,Card
10/23/2023,Electricity Bill,Electricity,5961,expense,ICICI Savings,UPI
8/23/2022,Fuel Station,Fuel,864,expense,HDFC Savings,NetBanking
5/4/2024,House Rent,Rent,22107,expense,ICICI Savings,UPI
4/24/2022,Medical Expense,Medical,2670,expense,HDFC Savings,NetBanking
12/28/2023,Broadband Bill,Internet,2632,expense,HDFC Savings,Card
1/10/2024,Supermarket Purchase,Groceries,7900,expense,ICICI Savings,Card
5/18/2023,Electricity Bill,Electricity,5524,expense,HDFC Savings,Card
10/21/2023,Insurance Premium,Insurance,3608,expense,HDFC Savings,NetBanking
11/19/2023,Equity Purchase,Stocks,5469,expense,HDFC Savings,Card
1/13/2023,Equity Purchase,Stocks,4319,expense,ICICI Savings,NetBanking
10/28/2023,Electricity Bill,Electricity,245,expense,ICICI Savings,Card
6/7/2024,Travel Booking,Travel,1746,expense,HDFC Savings,UPI
10/24/2022,Supermarket Purchase,Groceries,2249,expense,ICICI Savings,NetBanking
4/25/2022,Fuel Station,Fuel,7607,expense,HDFC Savings,NetBanking
2/3/2023,Broadband Bill,Internet,4053,expense,ICICI Savings,Card
8/14/2022,Supermarket Purchase,Groceries,5713,expense,ICICI Savings,UPI
4/25/2022,Restaurant Payment,Dining,5366,expense,HDFC Savings,UPI
9/16/2023,Monthly Salary Credit,Salary,67448,income,HDFC Savings,UPI
7/13/2023,Freelance Project Payment,Freelance,6679,income,HDFC Savings,UPI
9/14/2023,Freelance Project Payment,Freelance,775,income,HDFC Savings,NetBanking
11/3/2022,Monthly Salary Credit,Salary,76107,income,ICICI Savings,Card
8/8/2023,Electricity Bill,Electricity,4603,expense,ICICI Savings,UPI
3/15/2022,Equity Purchase,Stocks,9820,expense,HDFC Savings,Card
6/3/2023,Restaurant Payment,Dining,6257,expense,ICICI Savings,UPI
3/2/2022,Fuel Station,Fuel,1947,expense,ICICI Savings,Card
2/10/2024,Medical Expense,Medical,7600,expense,ICICI Savings,Card
12/30/2022,Monthly Salary Credit,Salary,85977,income,HDFC Savings,UPI
7/22/2023,House Rent,Rent,23654,expense,HDFC Savings,Card
3/24/2022,Supermarket Purchase,Groceries,7962,expense,ICICI Savings,NetBanking
3/29/2022,Insurance Premium,Insurance,7447,expense,ICICI Savings,NetBanking
6/12/2023,Broadband Bill,Internet,7216,expense,HDFC Savings,Card
